,iter_norm_0.1_acc,iter_norm_0.1_val_acc,iter_norm_0.1_loss,iter_norm_0.1_val_loss,bn_0.1_acc,bn_0.1_val_acc,bn_0.1_loss,bn_0.1_val_loss
0,0.35474759340286255,0.4084535241127014,3.194692837886321,4.861321595998911,0.3770432770252228,0.3884214758872986,3.1203244025890644,2.941907442533053
1,0.5190104246139526,0.5840344429016113,2.399341837565104,2.222418094292665,0.5734575390815735,0.45973557233810425,2.255369961567414,2.4761671347495837
2,0.6188501715660095,0.6466346383094788,1.8843424326334244,1.8407932672745142,0.6544871926307678,0.573317289352417,1.778583381114862,2.010549377172421
3,0.6738381385803223,0.70703125,1.577606195669908,1.422889143992693,0.7036458253860474,0.6291065812110901,1.4853880283160088,1.6226942936579387
4,0.7075721025466919,0.7285656929016113,1.4006995653494811,1.3363280785389435,0.7335737347602844,0.6638621687889099,1.3015367220609615,1.4839257643773005
5,0.7363781929016113,0.7320713400840759,1.2648176040404882,1.261331552114242,0.7612780332565308,0.6820913553237915,1.1654129948371497,1.3659286437890468
6,0.7517427802085876,0.7642227411270142,1.1910430186834091,1.149146373455341,0.7735777497291565,0.6889022588729858,1.0855922686748016,1.3335981888648791
7,0.7652043104171753,0.780348539352417,1.1384216360556774,1.0913118368540056,0.7858774065971375,0.719651460647583,1.0209724845030368,1.253169059753418
8,0.7757411599159241,0.7596153616905212,1.1056299503032978,1.172254278109624,0.797616183757782,0.7589142918586731,0.9818666097445365,1.0850458970436683
9,0.7795072197914124,0.7833533883094788,1.091365257287637,1.156666819865887,0.8030648827552795,0.7371794581413269,0.9532114631090409,1.1610665627014942
10,0.7901241779327393,0.7841546535491943,1.0694522255506271,1.1451342442096808,0.8074118494987488,0.7408854365348816,0.9435804137816796,1.186762537711706
11,0.795232355594635,0.7919671535491943,1.0645153048710945,1.1247899272502997,0.812339723110199,0.7258613705635071,0.9309270809858273,1.191050587556301
12,0.8028846383094788,0.7866586446762085,1.0585320870081583,1.1276413125869555,0.8196514248847961,0.7786458134651184,0.9162027557690938,1.0469574393370213
13,0.801562488079071,0.7930688858032227,1.06326319590593,1.0928224523862202,0.8238180875778198,0.6913061141967773,0.9142385320785719,1.4384613098242345
14,0.8084134459495544,0.7856570482254028,1.0634669792957796,1.235568181062356,0.8279046416282654,0.7285656929016113,0.906138482154944,1.2299465460655017
15,0.8110777139663696,0.8044871687889099,1.0612418682147295,1.0975237565162854,0.828285276889801,0.7716346383094788,0.9077118950012403,1.0687145300400562
16,0.814883828163147,0.7934695482254028,1.0623933526185843,1.13054153858087,0.8350160121917725,0.7221554517745972,0.899757681443141,1.2867117356031368
17,0.8170071840286255,0.8136017918586731,1.066741732144967,1.091189518952981,0.8384815454483032,0.7243589758872986,0.8990930862915821,1.3077160853606005
18,0.8222355842590332,0.8089944124221802,1.0632283543929075,1.1067663186635726,0.8367387652397156,0.7826522588729858,0.9097321546994723,1.0648570717909398
19,0.8224759697914124,0.7952724099159241,1.0613793345598075,1.2193878766817925,0.8435696959495544,0.6991186141967773,0.8948822684777089,1.362997660270104
20,0.8615584969520569,0.8031851053237915,0.9328201639346587,1.1337429254482954,0.8786057829856873,0.8184094429016113,0.7805793187557123,0.9426317230249063
21,0.8752804398536682,0.8107972741127014,0.8510220555158762,1.0480646170102632,0.888241171836853,0.8099960088729858,0.719196548523047,0.9623564787400074
22,0.8776242136955261,0.8323317170143127,0.8238738546004662,0.958637685347826,0.8891826868057251,0.8271234035491943,0.7010343331557054,0.8792448914968051
23,0.8791466355323792,0.8391426205635071,0.8103788473667243,0.9274626848025199,0.8914462924003601,0.8268229365348816,0.6890214761098226,0.8841672921792055
24,0.8801882863044739,0.8275240659713745,0.8030684944910881,0.9535540296481206,0.8905448913574219,0.8318309187889099,0.6852494505735544,0.8543911484571604
25,0.879767656326294,0.8183093070983887,0.8076584430841299,1.0902995818700545,0.8937700390815735,0.8022836446762085,0.6822222504860316,0.9734195348543998
26,0.8793669939041138,0.8286257982254028,0.8077528155767001,1.0039412425114558,0.8925480842590332,0.7838541865348816,0.6882015833487878,1.0453219398474083
27,0.8794270753860474,0.8449519276618958,0.8109713074488517,0.9639408848224542,0.8945913314819336,0.7986778616905212,0.680288255520356,1.0181615643012218
28,0.8814904093742371,0.8346354365348816,0.8146936737574064,1.0092447018012023,0.8946313858032227,0.8227163553237915,0.6851169482255594,0.9195507000654172
29,0.8815304636955261,0.8385416865348816,0.8216940589440175,1.0525203423622327,0.8929687738418579,0.8199118375778198,0.6911118819163395,0.9143257385645157
